"rhour" "rad_t" "rad_dn" "pred" "lwr" "upr" "tag"
0 0.0128050316875272 0 0.0966716871259985 0.040377960504425 0.151912319306508 1
0.079933110367893 0.0128050316875272 0.0209264393591962 0.0975193269754596 0.0411098214397061 0.152766305355694 1
0.159866220735786 0.0128050316875272 0.0418528787183924 0.0983503216280535 0.0417788499321925 0.153698079533251 1
0.239799331103679 0.0128050316875272 0.0627793180775887 0.0991643071913186 0.0426817296049882 0.154419478040368 1
0.319732441471572 0.0128050316875272 0.0837057574367849 0.0999609272210716 0.043541539962636 0.155271363300795 1
0.399665551839465 0.0128050316875272 0.104632196795981 0.100739832877494 0.0443223095391657 0.155902488670178 1
0.479598662207358 0.0128050316875272 0.125558636155177 0.101500683077889 0.0451309019005276 0.156465209800487 1
0.559531772575251 0.0128050316875272 0.146485075514374 0.102243144646044 0.0457421597343857 0.157224623744421 1
0.639464882943144 0.0128050316875272 0.16741151487357 0.102966892458123 0.0465791160356803 0.158055930077735 1
0.719397993311037 0.0128050316875272 0.188337954232766 0.103671609585044 0.0472552616210832 0.158663390323328 1
0.79933110367893 0.0128050316875272 0.209264393591962 0.104356987431259 0.0477723021099076 0.159563171999195 1
0.879264214046823 0.0128050316875272 0.230190832951158 0.105022725869889 0.0486444142570977 0.160282164330305 1
0.959197324414716 0.0128050316875272 0.251117272310355 0.105668533374149 0.0493298256112622 0.160908867211413 1
1.03913043478261 0.0128050316875272 0.272043711669551 0.106294127145009 0.0502156944490292 0.161405868251344 1
1.1190635451505 0.0128050316875272 0.292970151028747 0.106899233235028 0.050451990992165 0.161915516508585 1
1.19899665551839 0.0128050316875272 0.313896590387943 0.10748358666832 0.0511534504965648 0.162507950257751 1
1.27892976588629 0.0128050316875272 0.33482302974714 0.108046931556586 0.05165677020402 0.16310524871096 1
1.35886287625418 0.0128050316875272 0.355749469106336 0.108589021211163 0.0523642638918383 0.163744682651717 1
1.43879598662207 0.0128050316875272 0.376675908465532 0.109109618251056 0.0528471283846337 0.164418504425702 1
1.51872909698997 0.0128050316875272 0.397602347824728 0.10960849470688 0.0532807681958405 0.165010866365445 1
1.59866220735786 0.0128050316875272 0.418528787183924 0.110085432120695 0.0536752460064207 0.165483430333351 1
1.67859531772575 0.0128050316875272 0.439455226543121 0.110540221641662 0.0541438334478777 0.165937317167433 1
1.75852842809365 0.0128050316875272 0.460381665902317 0.110972664117502 0.054704473093851 0.166231952101039 1
1.83846153846154 0.0128050316875272 0.481308105261513 0.111382570181707 0.05521043672426 0.166716299644484 1
1.91839464882943 0.0128050316875272 0.502234544620709 0.111769760336458 0.0556403795621653 0.166994798056936 1
1.99832775919732 0.0128050316875272 0.523160983979906 0.112134065031231 0.0561792548999128 0.167427553552879 1
2.07826086956522 0.0128050316875272 0.544087423339102 0.112475324737043 0.0564416303994265 0.168020602907634 1
2.15819397993311 0.0128050316875272 0.565013862698298 0.112793390016309 0.0567844572740658 0.168464043033036 1
2.238127090301 0.0128050316875272 0.585940302057494 0.113088121588279 0.057131610652856 0.168644405004162 1
2.3180602006689 0.0128050316875272 0.606866741416691 0.113359390390033 0.0572654509286434 0.168990329975788 1
2.39799331103679 0.0128050316875272 0.627793180775887 0.113607077632994 0.0574356088293475 0.169196321089953 1
2.47792642140468 0.0128050316875272 0.648719620135083 0.113831074854947 0.0577845003658908 0.169565709595482 1
2.55785953177257 0.0128050316875272 0.669646059494279 0.114031283967535 0.0579375140908098 0.169751996548669 1
2.63779264214047 0.0128050316875272 0.690572498853475 0.11420761729921 0.0580498260878179 0.17002468803027 1
2.71772575250836 0.0128050316875272 0.711498938212672 0.114359997633627 0.0582623582800808 0.170002285509068 1
2.79765886287625 0.0128050316875272 0.732425377571868 0.114488358243456 0.0584392204870457 0.170072454951589 1
2.87759197324415 0.0128050316875272 0.753351816931064 0.1145926429196 0.0585408676129451 0.170108972446375 1
2.95752508361204 0.0128050316875272 0.77427825629026 0.114672805995812 0.0585438485079079 0.170258390655677 1
3.03745819397993 0.0128050316875272 0.795204695649456 0.11472881236869 0.0585765804949717 0.170450273357992 1
3.11739130434783 0.0128050316875272 0.816131135008653 0.11476063751305 0.0586166996072625 0.17061171413934 1
3.19732441471572 0.0128050316875272 0.837057574367849 0.114768267492664 0.0588920432353261 0.170611449959704 1
3.27725752508361 0.0128050316875272 0.857984013727045 0.114751698966367 0.0588860454126532 0.170241524498455 1
3.3571906354515 0.0128050316875272 0.878910453086241 0.114710939189512 0.0587125802195976 0.170109115900725 1
3.4371237458194 0.0128050316875272 0.899836892445438 0.114646006010803 0.0587222272718634 0.170059495459215 1
3.51705685618729 0.0128050316875272 0.920763331804634 0.11455692786447 0.0588360426297845 0.169967822167205 1
3.59698996655518 0.0128050316875272 0.94168977116383 0.114443743757823 0.0587585518675222 0.169879330884457 1
3.67692307692308 0.0128050316875272 0.962616210523026 0.11430650325417 0.0587089632584047 0.16969796887349 1
3.75685618729097 0.0128050316875272 0.983542649882223 0.11414526645111 0.0585638609342922 0.16954376326123 1
3.83678929765886 0.0128050316875272 1.00446908924142 0.113960103954222 0.058400756317703 0.169474418045489 1
3.91672240802676 0.0128050316875272 1.02539552860061 0.113751096846141 0.0581330194600444 0.169200676552572 1
3.99665551839465 0.0128050316875272 1.04632196795981 0.113518336651055 0.0579505213037701 0.168899425902905 1
4.07658862876254 0.0128050316875272 1.06724840731901 0.113261925294627 0.0576785909742037 0.16844837659559 1
4.15652173913043 0.0128050316875272 1.0881748466782 0.11298197505936 0.0575535491167569 0.168104390534009 1
