"nTideTime" "rad_dn" "rad_t" "pred" "lwr" "upr" "tag"
-6.2 3.01867464834263 -3.14159265358979 0.34639731109718 0.285162168211346 0.406470127661948 1
-6.15852842809365 3.01867464834263 -3.12057865590692 0.346206220919936 0.284991131168261 0.40628367189398 1
-6.11705685618729 3.01867464834263 -3.09956465822404 0.345934246979716 0.28456525351431 0.405959549774914 1
-6.07558528428094 3.01867464834263 -3.07855066054117 0.345581509372554 0.284143057929691 0.405375910405175 1
-6.03411371237458 3.01867464834263 -3.05753666285829 0.345148163857449 0.283635317953237 0.404935916625334 1
-5.99264214046823 3.01867464834263 -3.03652266517542 0.34463440178758 0.283047145470421 0.404319716334276 1
-5.95117056856187 3.01867464834263 -3.01550866749254 0.344040450025814 0.282396567788403 0.403985082071301 1
-5.90969899665552 3.01867464834263 -2.99449466980967 0.34336657084453 0.281811209523025 0.403225436610536 1
-5.86822742474916 3.01867464834263 -2.97348067212679 0.342613061809802 0.28108238295814 0.402312259285407 1
-5.82675585284281 3.01867464834263 -2.95246667444392 0.341780255650009 0.2802849341725 0.401320143540817 1
-5.78528428093646 3.01867464834263 -2.93145267676104 0.340868520108906 0.27943027086221 0.400366341740041 1
-5.7438127090301 3.01867464834263 -2.91043867907817 0.339878257783242 0.278513517165681 0.399486653718765 1
-5.70234113712375 3.01867464834263 -2.88942468139529 0.338809905944983 0.277647092442662 0.398349925847023 1
-5.66086956521739 3.01867464834263 -2.86841068371242 0.337663936348225 0.276468695478908 0.397145766163771 1
-5.61939799331104 3.01867464834263 -2.84739668602954 0.336440855020882 0.275168544538182 0.395813307406902 1
-5.57792642140468 3.01867464834263 -2.82638268834667 0.335141202041237 0.274149780295158 0.394463062442309 1
-5.53645484949833 3.01867464834263 -2.8053686906638 0.333765551299458 0.272984983858355 0.392893657659775 1
-5.49498327759197 3.01867464834263 -2.78435469298092 0.332314510244188 0.271814228391226 0.391253000275186 1
-5.45351170568562 3.01867464834263 -2.76334069529805 0.330788719614308 0.270362724114036 0.389462237442965 1
-5.41204013377926 3.01867464834263 -2.74232669761517 0.329188853156008 0.268582738726159 0.387693195280251 1
-5.37056856187291 3.01867464834263 -2.7213126999323 0.327515617325276 0.267132021255919 0.386009049265146 1
-5.32909698996656 3.01867464834263 -2.70029870224942 0.325769750975953 0.265259841831568 0.384125885295618 1
-5.2876254180602 3.01867464834263 -2.67928470456655 0.32395202503347 0.263508120012554 0.38251938677912 1
-5.24615384615385 3.01867464834263 -2.65827070688367 0.322063242154433 0.261613072917834 0.380565802116674 1
-5.20468227424749 3.01867464834263 -2.6372567092008 0.320104236372188 0.259722308295527 0.378593950075346 1
-5.16321070234114 3.01867464834263 -2.61624271151792 0.318075872728543 0.257791736605904 0.376546494552444 1
-5.12173913043478 3.01867464834263 -2.59522871383505 0.31597904689178 0.255577223212286 0.374489864696731 1
-5.08026755852843 3.01867464834263 -2.57421471615217 0.313814684761162 0.253563000092931 0.372291218789829 1
-5.03879598662207 3.01867464834263 -2.5532007184693 0.311583742058075 0.251488650437302 0.370040242200568 1
-4.99732441471572 3.01867464834263 -2.53218672078642 0.309287203904014 0.249119587594733 0.367709526636434 1
-4.95585284280936 3.01867464834263 -2.51117272310355 0.306926084385578 0.246919684983313 0.365347717415729 1
-4.91438127090301 3.01867464834263 -2.49015872542067 0.304501426106678 0.244374696853868 0.362595324999241 1
-4.87290969899666 3.01867464834263 -2.4691447277378 0.302014299728152 0.241979520255705 0.360101159314991 1
-4.8314381270903 3.01867464834263 -2.44813073005492 0.299465803494994 0.23938548229321 0.357507148288733 1
-4.78996655518395 3.01867464834263 -2.42711673237205 0.296857062751398 0.236673085757981 0.354884609975204 1
-4.74849498327759 3.01867464834263 -2.40610273468917 0.294189229443836 0.23387476963597 0.352213426211788 1
-4.70702341137124 3.01867464834263 -2.3850887370063 0.291463481612396 0.231248688794097 0.349606091444636 1
-4.66555183946488 3.01867464834263 -2.36407473932342 0.288681022870585 0.228699490354404 0.346809631164834 1
-4.62408026755853 3.01867464834263 -2.34306074164055 0.285843081873856 0.22601662022124 0.343732701712171 1
-4.58260869565217 3.01867464834263 -2.32204674395767 0.282950911777061 0.22309346201743 0.340822158464895 1
-4.54113712374582 3.01867464834263 -2.3010327462748 0.280005789681098 0.220151571868224 0.338068456556124 1
-4.49966555183947 3.01867464834263 -2.28001874859192 0.277009016068974 0.217251810249795 0.334983478816715 1
-4.45819397993311 3.01867464834263 -2.25900475090905 0.273961914231554 0.214142565219061 0.331810997786015 1
-4.41672240802676 3.01867464834263 -2.23799075322617 0.270865829683231 0.210999758486694 0.328773155909636 1
-4.3752508361204 3.01867464834263 -2.2169767555433 0.267722129567783 0.207901350779722 0.325462725838876 1
-4.33377926421405 3.01867464834263 -2.19596275786042 0.264532202054681 0.204646231548139 0.322420916782169 1
-4.29230769230769 3.01867464834263 -2.17494876017755 0.261297455726116 0.201330860222591 0.319151907457296 1
-4.25083612040134 3.01867464834263 -2.15393476249467 0.258019318955004 0.19789954462184 0.315895945865134 1
-4.20936454849498 3.01867464834263 -2.1329207648118 0.254699239274261 0.19456416437924 0.312592212013496 1
-4.16789297658863 3.01867464834263 -2.11190676712892 0.251338682737608 0.191258294948486 0.30920704253927 1
-4.12642140468227 3.01867464834263 -2.09089276944605 0.24793913327221 0.188033161767226 0.305634731904585 1
-4.08494983277592 3.01867464834263 -2.06987877176317 0.244502092023409 0.184887376474944 0.302053420961399 1
-4.04347826086957 3.01867464834263 -2.0488647740803 0.241029076691863 0.181429155009872 0.298692540164575 1
-4.00200668896321 3.01867464834263 -2.02785077639742 0.237521620863374 0.177975842905093 0.295175912172406 1
-3.96053511705686 3.01867464834263 -2.00683677871455 0.233981273331697 0.174608934624185 0.291542972590846 1
-3.9190635451505 3.01867464834263 -1.98582278103168 0.230409597414637 0.171045685044805 0.28791982348504 1
-3.87759197324415 3.01867464834263 -1.9648087833488 0.226808170263732 0.167398855074395 0.284359173697337 1
-3.83612040133779 3.01867464834263 -1.94379478566593 0.223178582167827 0.16381628462501 0.28072965865645 1
-3.79464882943144 3.01867464834263 -1.92278078798305 0.219522435850849 0.1601940307648 0.277012619822495 1
-3.75317725752508 3.01867464834263 -1.90176679030018 0.215841345764087 0.156792476352112 0.27330875051765 1
-3.71170568561873 3.01867464834263 -1.8807527926173 0.212136937373295 0.153255521793861 0.269561475557436 1
-3.67023411371237 3.01867464834263 -1.85973879493443 0.208410846440936 0.149480892496099 0.26582786071843 1
-3.62876254180602 3.01867464834263 -1.83872479725155 0.204664718303872 0.145967941984701 0.262123695921614 1
-3.58729096989967 3.01867464834263 -1.81771079956868 0.200900207146831 0.142215988283867 0.258337926275712 1
-3.54581939799331 3.01867464834263 -1.7966968018858 0.197118975271964 0.138582838315885 0.254551286959999 1
-3.50434782608696 3.01867464834263 -1.77568280420293 0.19332269236482 0.134977360116679 0.250739703362229 1
-3.4628762541806 3.01867464834263 -1.75466880652005 0.189513034757063 0.131161272859424 0.246819279043176 1
-3.42140468227425 3.01867464834263 -1.73365480883718 0.185691684686245 0.12750147779335 0.243104850502067 1
-3.37993311036789 3.01867464834263 -1.7126408111543 0.181860329552982 0.123611824324353 0.239196900083919 1
-3.33846153846154 3.01867464834263 -1.69162681347143 0.178020661175844 0.120016455456041 0.235375074780333 1
-3.29698996655518 3.01867464834263 -1.67061281578855 0.174174375044296 0.116384785517926 0.231585779859722 1
