Tag	Timestamp	Timestamp.loc	date	day	rhour	x	y	ClosestRoost
2	13-1-2013 10:00	13-1-2013 09:00	13-1-2013	32	9	364832.625	2198442.25	3
2	13-1-2013 10:30	13-1-2013 09:30	13-1-2013	32	9.5	364850.4063	2198337.25	3
2	13-1-2013 11:00	13-1-2013 10:00	13-1-2013	32	10	364861.1875	2198325.5	3
2	13-1-2013 11:30	13-1-2013 10:30	13-1-2013	32	10.5	364871.0625	2198319.5	3
2	13-1-2013 12:00	13-1-2013 11:00	13-1-2013	32	11	364884.375	2198274.75	3
2	13-1-2013 12:30	13-1-2013 11:30	13-1-2013	32	11.5	364848.6875	2198281	3
2	13-1-2013 13:00	13-1-2013 12:00	13-1-2013	32	12	364845.4063	2198253	1
2	13-1-2013 13:30	13-1-2013 12:30	13-1-2013	32	12.5	364448.1875	2197796	1
2	13-1-2013 14:00	13-1-2013 13:00	13-1-2013	32	13	364404.5313	2197749	1
2	13-1-2013 14:30	13-1-2013 13:30	13-1-2013	32	13.5	364399.5938	2197756	1
2	13-1-2013 15:00	13-1-2013 14:00	13-1-2013	32	14	364368.8125	2197750.5	1
2	13-1-2013 15:30	13-1-2013 14:30	13-1-2013	32	14.5	364187.8125	2198677.25	3
2	13-1-2013 16:00	13-1-2013 15:00	13-1-2013	32	15	364298.5625	2198510.625	3
2	13-1-2013 16:30	13-1-2013 15:30	13-1-2013	32	15.5	364340.3438	2197763.5	1
2	13-1-2013 17:00	13-1-2013 16:00	13-1-2013	32	16	364084.2188	2197756	1
2	13-1-2013 17:30	13-1-2013 16:30	13-1-2013	32	16.5	364076.6406	2197762	1
2	13-1-2013 18:00	13-1-2013 17:00	13-1-2013	32	17	364077.2813	2197755.25	1
2	13-1-2013 18:30	13-1-2013 17:30	13-1-2013	32	17.5	364578.9063	2197724.25	1
2	13-1-2013 19:00	13-1-2013 18:00	13-1-2013	32	18	364644.1875	2199005.75	3
2	13-1-2013 19:30	13-1-2013 18:30	13-1-2013	32	18.5	364842.5625	2198355	3
2	13-1-2013 20:00	13-1-2013 19:00	13-1-2013	32	19	364916.875	2198476.5	3
2	13-1-2013 20:30	13-1-2013 19:30	13-1-2013	32	19.5	364920.2188	2198482	3
2	13-1-2013 21:00	13-1-2013 20:00	13-1-2013	32	20	364920.8125	2198488.25	3
2	13-1-2013 21:30	13-1-2013 20:30	13-1-2013	32	20.5	364920.3125	2198488	3
2	13-1-2013 22:00	13-1-2013 21:00	13-1-2013	32	21	364910.6875	2198473.5	3
2	13-1-2013 22:30	13-1-2013 21:30	13-1-2013	32	21.5	364911.8125	2198467	3
2	13-1-2013 23:00	13-1-2013 22:00	13-1-2013	32	22	364911.625	2198472.75	3
2	13-1-2013 23:30	13-1-2013 22:30	13-1-2013	32	22.5	364912.9375	2198472.75	3
2	14-1-2013 00:00	13-1-2013 23:00	13-1-2013	32	23	364872.0625	2198441.625	3
2	14-1-2013 00:00	13-1-2013 23:00	13-1-2013	31	23	364892.875	2198415.5	3
2	14-1-2013 00:30	13-1-2013 23:30	13-1-2013	31	23.5	364862.4688	2198351.5	3
2	14-1-2013 01:00	14-1-2013 00:00	14-1-2013	31	0	364842.5781	2198271	1
2	14-1-2013 01:30	14-1-2013 00:30	14-1-2013	31	0.5	364326.6875	2197661.5	1
2	14-1-2013 02:00	14-1-2013 01:00	14-1-2013	31	1	364306.5313	2197718.25	1
2	14-1-2013 02:30	14-1-2013 01:30	14-1-2013	31	1.5	364280.0313	2197480.5	1
2	14-1-2013 03:00	14-1-2013 02:00	14-1-2013	31	2	364285.9688	2197478	1
2	14-1-2013 03:30	14-1-2013 02:30	14-1-2013	31	2.5	364275.8125	2197496	1
2	14-1-2013 04:00	14-1-2013 03:00	14-1-2013	31	3	364272.4375	2197505.5	1
2	14-1-2013 04:30	14-1-2013 03:30	14-1-2013	31	3.5	364273.4375	2197504.625	1
2	14-1-2013 05:00	14-1-2013 04:00	14-1-2013	31	4	364272.3281	2197518.75	1
2	14-1-2013 05:30	14-1-2013 04:30	14-1-2013	31	4.5	364275.2813	2197527.5	1
2	14-1-2013 06:00	14-1-2013 05:00	14-1-2013	31	5	364282.5	2197502.5	1
2	14-1-2013 06:30	14-1-2013 05:30	14-1-2013	31	5.5	364286.7813	2197506.25	1
2	14-1-2013 07:00	14-1-2013 06:00	14-1-2013	31	6	364510.7813	2197758.5	1
2	14-1-2013 07:30	14-1-2013 06:30	14-1-2013	31	6.5	364778.0938	2198311	3
2	14-1-2013 08:00	14-1-2013 07:00	14-1-2013	31	7	364810.125	2198323.25	3
2	14-1-2013 08:30	14-1-2013 07:30	14-1-2013	31	7.5	364848.5938	2198429.75	3
2	14-1-2013 09:00	14-1-2013 08:00	14-1-2013	31	8	364880.1875	2198348.25	3
2	14-1-2013 09:30	14-1-2013 08:30	14-1-2013	31	8.5	364903.5938	2198309	3
2	14-1-2013 10:00	14-1-2013 09:00	14-1-2013	31	9	364903.8438	2198312.75	3
2	14-1-2013 10:30	14-1-2013 09:30	14-1-2013	31	9.5	364869.375	2198349.75	3
2	14-1-2013 11:00	14-1-2013 10:00	14-1-2013	31	10	364826.0625	2198404.25	3
2	14-1-2013 11:30	14-1-2013 10:30	14-1-2013	31	10.5	364866.625	2198318.75	3
2	14-1-2013 12:00	14-1-2013 11:00	14-1-2013	31	11	364462.125	2198714.375	3
2	14-1-2013 12:30	14-1-2013 11:30	14-1-2013	31	11.5	364528.375	2198802.75	3
2	14-1-2013 13:00	14-1-2013 12:00	14-1-2013	31	12	364463.0625	2198749.75	3
2	14-1-2013 13:30	14-1-2013 12:30	14-1-2013	31	12.5	364608.6563	2198965	3
2	14-1-2013 14:00	14-1-2013 13:00	14-1-2013	31	13	364641.8125	2199002	3
2	14-1-2013 14:30	14-1-2013 13:30	14-1-2013	31	13.5	364580.0938	2198907.5	3
2	14-1-2013 15:00	14-1-2013 14:00	14-1-2013	31	14	364439.8438	2198806.5	3
2	14-1-2013 15:30	14-1-2013 14:30	14-1-2013	31	14.5	364414.0313	2197742.75	1
2	14-1-2013 16:00	14-1-2013 15:00	14-1-2013	31	15	364396.9375	2197741	1
2	14-1-2013 16:30	14-1-2013 15:30	14-1-2013	31	15.5	364399.3281	2197736	1
2	14-1-2013 17:00	14-1-2013 16:00	14-1-2013	31	16	364033.7813	2198528.5	3
2	14-1-2013 17:30	14-1-2013 16:30	14-1-2013	31	16.5	364032.5938	2198458.25	3
2	14-1-2013 18:00	14-1-2013 17:00	14-1-2013	31	17	364365.7188	2197746.625	1
2	14-1-2013 18:30	14-1-2013 17:30	14-1-2013	31	17.5	364385.75	2197747	1
2	14-1-2013 19:00	14-1-2013 18:00	14-1-2013	31	18	364572.0313	2197709.75	1
2	14-1-2013 19:30	14-1-2013 18:30	14-1-2013	31	18.5	364635.1875	2198965.25	3
2	14-1-2013 20:00	14-1-2013 19:00	14-1-2013	31	19	364646.7813	2198990.25	3
2	14-1-2013 20:30	14-1-2013 19:30	14-1-2013	31	19.5	364895.4688	2198476.75	3
2	14-1-2013 21:00	14-1-2013 20:00	14-1-2013	31	20	364909.9375	2198482	3
2	14-1-2013 21:30	14-1-2013 20:30	14-1-2013	31	20.5	364903.75	2198486.5	3
2	14-1-2013 22:00	14-1-2013 21:00	14-1-2013	31	21	364911.4063	2198471.125	3
2	14-1-2013 22:30	14-1-2013 21:30	14-1-2013	31	21.5	364904.4688	2198448.25	3
2	14-1-2013 23:00	14-1-2013 22:00	14-1-2013	31	22	364911.625	2198467.375	3
2	14-1-2013 23:30	14-1-2013 22:30	14-1-2013	31	22.5	364916.9375	2198458.75	3
2	15-1-2013 00:00	14-1-2013 23:00	14-1-2013	31	23	364906.5625	2198404	3
2	15-1-2013 00:00	14-1-2013 23:00	14-1-2013	30	23	364908.2969	2198380.375	3
2	15-1-2013 00:30	14-1-2013 23:30	14-1-2013	30	23.5	364884.9375	2198368.75	3
2	15-1-2013 01:00	15-1-2013 00:00	15-1-2013	30	0	364867.125	2198333.5	3
2	15-1-2013 01:30	15-1-2013 00:30	15-1-2013	30	0.5	364822.0938	2198274.75	1
2	15-1-2013 02:00	15-1-2013 01:00	15-1-2013	30	1	364414.5313	2197547.75	1
2	15-1-2013 02:30	15-1-2013 01:30	15-1-2013	30	1.5	364310.8125	2197623.25	1
2	15-1-2013 03:00	15-1-2013 02:00	15-1-2013	30	2	364294.9375	2197559.75	1
2	15-1-2013 03:30	15-1-2013 02:30	15-1-2013	30	2.5	364278.7813	2197483	1
2	15-1-2013 04:00	15-1-2013 03:00	15-1-2013	30	3	364280.0313	2197507.875	1
2	15-1-2013 04:30	15-1-2013 03:30	15-1-2013	30	3.5	364287.9375	2197501.75	1
2	15-1-2013 05:00	15-1-2013 04:00	15-1-2013	30	4	364282.5781	2197481.5	1
2	15-1-2013 05:30	15-1-2013 04:30	15-1-2013	30	4.5	364275.0938	2197475	1
2	15-1-2013 06:00	15-1-2013 05:00	15-1-2013	30	5	364283.3438	2197517.25	1
2	15-1-2013 06:30	15-1-2013 05:30	15-1-2013	30	5.5	364276.25	2197486.25	1
2	15-1-2013 07:00	15-1-2013 06:00	15-1-2013	30	6	364272.6563	2197509.25	1
2	15-1-2013 07:30	15-1-2013 06:30	15-1-2013	30	6.5	364273.5625	2197491.75	1
2	15-1-2013 08:00	15-1-2013 07:00	15-1-2013	30	7	364791.9375	2198268.25	1
2	15-1-2013 08:30	15-1-2013 07:30	15-1-2013	30	7.5	364825.8594	2198321.5	3
2	15-1-2013 09:00	15-1-2013 08:00	15-1-2013	30	8	364849.6563	2198316.75	3
2	15-1-2013 09:30	15-1-2013 08:30	15-1-2013	30	8.5	364894.5	2198328	3
2	15-1-2013 10:00	15-1-2013 09:00	15-1-2013	30	9	365093.2344	2198328.25	3
2	15-1-2013 10:30	15-1-2013 09:30	15-1-2013	30	9.5	364898.75	2198503.75	3
2	15-1-2013 11:00	15-1-2013 10:00	15-1-2013	30	10	364491.3438	2198761.5	3
2	15-1-2013 11:30	15-1-2013 10:30	15-1-2013	30	10.5	364598.4688	2198967.25	3
2	15-1-2013 12:00	15-1-2013 11:00	15-1-2013	30	11	364479.8438	2198747.75	3
2	15-1-2013 12:30	15-1-2013 11:30	15-1-2013	30	11.5	364814.0625	2198295.75	3
2	15-1-2013 13:00	15-1-2013 12:00	15-1-2013	30	12	364846.5313	2198325.25	3
2	15-1-2013 13:30	15-1-2013 12:30	15-1-2013	30	12.5	364479.4063	2198746.5	3
2	15-1-2013 14:00	15-1-2013 13:00	15-1-2013	30	13	364617.3438	2198957	3
2	15-1-2013 14:30	15-1-2013 13:30	15-1-2013	30	13.5	364646.5313	2199008.5	3
2	15-1-2013 15:00	15-1-2013 14:00	15-1-2013	30	14	364615.25	2198992.75	3
2	15-1-2013 15:30	15-1-2013 14:30	15-1-2013	30	14.5	364577.125	2198955.75	3
2	15-1-2013 16:00	15-1-2013 15:00	15-1-2013	30	15	364583.4375	2198942.375	3
2	15-1-2013 16:30	15-1-2013 15:30	15-1-2013	30	15.5	364576.9375	2198941.5	3
2	15-1-2013 17:00	15-1-2013 16:00	15-1-2013	30	16	364347.7188	2197749	1
2	15-1-2013 17:30	15-1-2013 16:30	15-1-2013	30	16.5	364313.875	2197763.25	1
2	15-1-2013 18:00	15-1-2013 17:00	15-1-2013	30	17	364313.2813	2197770.25	1
2	15-1-2013 18:30	15-1-2013 17:30	15-1-2013	30	17.5	364488.6563	2197729	1
2	15-1-2013 19:00	15-1-2013 18:00	15-1-2013	30	18	364512.8438	2197669	1
2	15-1-2013 19:30	15-1-2013 18:30	15-1-2013	30	18.5	364505.6875	2197656	1
2	15-1-2013 20:00	15-1-2013 19:00	15-1-2013	30	19	364794.6875	2198217.25	1
2	15-1-2013 20:30	15-1-2013 19:30	15-1-2013	30	19.5	364799.2031	2198271.75	1
2	15-1-2013 21:00	15-1-2013 20:00	15-1-2013	30	20	364776.75	2198293	3
2	15-1-2013 21:30	15-1-2013 20:30	15-1-2013	30	20.5	365065.125	2198240.25	3
2	15-1-2013 22:00	15-1-2013 21:00	15-1-2013	30	21	365081.7188	2198210.75	1
2	15-1-2013 22:30	15-1-2013 21:30	15-1-2013	30	21.5	365080.25	2198225.5	3
2	15-1-2013 23:00	15-1-2013 22:00	15-1-2013	30	22	365050.4688	2198203.75	1
2	15-1-2013 23:30	15-1-2013 22:30	15-1-2013	30	22.5	365014.5469	2198203.75	1
2	16-1-2013 00:00	15-1-2013 23:00	15-1-2013	30	23	365006.75	2198204.25	1
2	16-1-2013 00:00	15-1-2013 23:00	15-1-2013	29	23	365003.5313	2198206.5	1
2	16-1-2013 00:30	15-1-2013 23:30	15-1-2013	29	23.5	364980.3125	2198188.5	1
2	16-1-2013 01:00	16-1-2013 00:00	16-1-2013	29	0	364975.6875	2198186.5	1
2	16-1-2013 01:30	16-1-2013 00:30	16-1-2013	29	0.5	364977.2188	2198179	1
2	16-1-2013 02:00	16-1-2013 01:00	16-1-2013	29	1	364957.2969	2198183.5	1
2	16-1-2013 02:30	16-1-2013 01:30	16-1-2013	29	1.5	364855.2344	2198175.75	1
2	16-1-2013 03:00	16-1-2013 02:00	16-1-2013	29	2	364400.3438	2197572.75	1
2	16-1-2013 03:30	16-1-2013 02:30	16-1-2013	29	2.5	364299.6875	2197635.75	1
2	16-1-2013 04:00	16-1-2013 03:00	16-1-2013	29	3	364283.5	2197611.75	1
2	16-1-2013 04:30	16-1-2013 03:30	16-1-2013	29	3.5	364290.4375	2197569.875	1
2	16-1-2013 05:00	16-1-2013 04:00	16-1-2013	29	4	364291.0625	2197573.75	1
2	16-1-2013 05:30	16-1-2013 04:30	16-1-2013	29	4.5	364293.4688	2197578.75	1
2	16-1-2013 06:00	16-1-2013 05:00	16-1-2013	29	5	364294.9688	2197469.75	1
2	16-1-2013 06:30	16-1-2013 05:30	16-1-2013	29	5.5	364301.1563	2197467.25	1
2	16-1-2013 07:00	16-1-2013 06:00	16-1-2013	29	6	364300.875	2197455.375	1
2	16-1-2013 07:30	16-1-2013 06:30	16-1-2013	29	6.5	364310.0625	2197464.75	1
2	16-1-2013 08:00	16-1-2013 07:00	16-1-2013	29	7	364328.4375	2197498.625	1
2	16-1-2013 08:30	16-1-2013 07:30	16-1-2013	29	7.5	364616.3125	2198986.75	3
2	16-1-2013 09:00	16-1-2013 08:00	16-1-2013	29	8	364646.5313	2199005.25	3
2	16-1-2013 09:30	16-1-2013 08:30	16-1-2013	29	8.5	365037	2198246	3
2	16-1-2013 10:00	16-1-2013 09:00	16-1-2013	29	9	365001.2813	2198230.5	1
2	16-1-2013 10:30	16-1-2013 09:30	16-1-2013	29	9.5	364942.4375	2198289.25	3
2	16-1-2013 11:00	16-1-2013 10:00	16-1-2013	29	10	364865.8125	2198321	3
2	16-1-2013 11:30	16-1-2013 10:30	16-1-2013	29	10.5	364862.75	2198312.25	3
2	16-1-2013 12:00	16-1-2013 11:00	16-1-2013	29	11	364791.875	2198470.25	3
2	16-1-2013 12:30	16-1-2013 11:30	16-1-2013	29	11.5	364588.625	2198866.75	3
2	16-1-2013 13:00	16-1-2013 12:00	16-1-2013	29	12	364593.0938	2198883	3
2	16-1-2013 13:30	16-1-2013 12:30	16-1-2013	29	12.5	364712.3125	2198374.25	3
2	16-1-2013 14:00	16-1-2013 13:00	16-1-2013	29	13	364814.0313	2198286.5	3
2	16-1-2013 14:30	16-1-2013 13:30	16-1-2013	29	13.5	364853.8438	2198307.375	3
2	16-1-2013 15:00	16-1-2013 14:00	16-1-2013	29	14	364839.5313	2198262.5	1
2	16-1-2013 15:30	16-1-2013 14:30	16-1-2013	29	14.5	364625.4063	2198991.5	3
2	16-1-2013 16:00	16-1-2013 15:00	16-1-2013	29	15	364566.0313	2198893.5	3
2	16-1-2013 16:30	16-1-2013 15:30	16-1-2013	29	15.5	364546.3125	2197692.625	1
2	16-1-2013 17:00	16-1-2013 16:00	16-1-2013	29	16	364492.6563	2197672	1
2	16-1-2013 17:30	16-1-2013 16:30	16-1-2013	29	16.5	364336.1875	2197736	1
2	16-1-2013 18:00	16-1-2013 17:00	16-1-2013	29	17	364328	2197737.25	1
2	16-1-2013 18:30	16-1-2013 17:30	16-1-2013	29	17.5	364324.6563	2197745.75	1
2	16-1-2013 19:00	16-1-2013 18:00	16-1-2013	29	18	364338.7188	2197748.25	1
2	16-1-2013 19:30	16-1-2013 18:30	16-1-2013	29	18.5	364498	2197660.75	1
2	16-1-2013 20:00	16-1-2013 19:00	16-1-2013	29	19	364514.125	2197677.25	1
2	16-1-2013 20:30	16-1-2013 19:30	16-1-2013	29	19.5	364608.4063	2198987	3
2	16-1-2013 21:00	16-1-2013 20:00	16-1-2013	29	20	364795.9375	2198326.5	3
2	16-1-2013 21:30	16-1-2013 20:30	16-1-2013	29	20.5	364819.5313	2198315	3
2	16-1-2013 22:00	16-1-2013 21:00	16-1-2013	29	21	364838.9375	2198316	3
2	16-1-2013 22:30	16-1-2013 21:30	16-1-2013	29	21.5	364993.5	2198197	1
2	16-1-2013 23:00	16-1-2013 22:00	16-1-2013	29	22	364980.7344	2198184	1
2	16-1-2013 23:30	16-1-2013 22:30	16-1-2013	29	22.5	364978.6875	2198188.25	1
2	17-1-2013 00:00	16-1-2013 23:00	16-1-2013	29	23	364979.5625	2198191.25	1
2	17-1-2013 00:00	16-1-2013 23:00	16-1-2013	28	23	364986.3125	2198174.75	1
2	17-1-2013 00:30	16-1-2013 23:30	16-1-2013	28	23.5	364976.8438	2198188	1
2	17-1-2013 01:00	17-1-2013 00:00	17-1-2013	28	0	364977.625	2198189.25	1
2	17-1-2013 01:30	17-1-2013 00:30	17-1-2013	28	0.5	364957.0938	2198212.5	1
2	17-1-2013 02:00	17-1-2013 01:00	17-1-2013	28	1	364907.6563	2198255.5	1
2	17-1-2013 02:30	17-1-2013 01:30	17-1-2013	28	1.5	364891.1563	2198251.75	1
2	17-1-2013 03:00	17-1-2013 02:00	17-1-2013	28	2	364875.3125	2198187.25	1
2	17-1-2013 03:30	17-1-2013 02:30	17-1-2013	28	2.5	364381.5156	2197589	1
2	17-1-2013 04:00	17-1-2013 03:00	17-1-2013	28	3	364306.4063	2197655.75	1
2	17-1-2013 04:30	17-1-2013 03:30	17-1-2013	28	3.5	364301.5625	2197641.25	1
2	17-1-2013 05:00	17-1-2013 04:00	17-1-2013	28	4	364292.0781	2197429.25	1
2	17-1-2013 05:30	17-1-2013 04:30	17-1-2013	28	4.5	364294.0938	2197463.25	1
2	17-1-2013 06:00	17-1-2013 05:00	17-1-2013	28	5	364294.6563	2197470.75	1
2	17-1-2013 06:30	17-1-2013 05:30	17-1-2013	28	5.5	364295.5781	2197474	1
2	17-1-2013 07:00	17-1-2013 06:00	17-1-2013	28	6	364295.375	2197478.5	1
2	17-1-2013 07:30	17-1-2013 06:30	17-1-2013	28	6.5	364300.0938	2197470.75	1
2	17-1-2013 08:00	17-1-2013 07:00	17-1-2013	28	7	364323.1406	2197511.125	1
2	17-1-2013 08:30	17-1-2013 07:30	17-1-2013	28	7.5	364478.75	2197735.25	1
2	17-1-2013 09:00	17-1-2013 08:00	17-1-2013	28	8	364626.375	2198996.75	3
2	17-1-2013 09:30	17-1-2013 08:30	17-1-2013	28	8.5	364654.4063	2198992.25	3
2	17-1-2013 10:00	17-1-2013 09:00	17-1-2013	28	9	365058.4688	2198218.25	1
2	17-1-2013 10:30	17-1-2013 09:30	17-1-2013	28	9.5	364876.1563	2198316.75	3
2	17-1-2013 11:00	17-1-2013 10:00	17-1-2013	28	10	364779.8125	2198362.75	3
2	17-1-2013 11:30	17-1-2013 10:30	17-1-2013	28	10.5	364842.3438	2198313.5	3
2	17-1-2013 12:00	17-1-2013 11:00	17-1-2013	28	11	364487.5938	2198744.25	3
2	17-1-2013 12:30	17-1-2013 11:30	17-1-2013	28	11.5	364602.9063	2198890.25	3
2	17-1-2013 13:00	17-1-2013 12:00	17-1-2013	28	12	364592.5	2198842	3
2	17-1-2013 13:30	17-1-2013 12:30	17-1-2013	28	12.5	364820.8125	2198287	3
2	17-1-2013 14:00	17-1-2013 13:00	17-1-2013	28	13	364832.5	2198277	3
2	17-1-2013 14:30	17-1-2013 13:30	17-1-2013	28	13.5	364848.1094	2198258	1
2	17-1-2013 15:00	17-1-2013 14:00	17-1-2013	28	14	364827.5	2198297.125	3
2	17-1-2013 15:30	17-1-2013 14:30	17-1-2013	28	14.5	364634.125	2198997	3
2	17-1-2013 16:00	17-1-2013 15:00	17-1-2013	28	15	364618.0313	2198988.75	3
2	17-1-2013 16:30	17-1-2013 15:30	17-1-2013	28	15.5	364579.0938	2198929.5	3
2	17-1-2013 17:00	17-1-2013 16:00	17-1-2013	28	16	364560.4688	2197688	1
2	17-1-2013 17:30	17-1-2013 16:30	17-1-2013	28	16.5	364497.6563	2197663.75	1
2	17-1-2013 18:00	17-1-2013 17:00	17-1-2013	28	17	364452.4375	2197354.25	1
2	17-1-2013 18:30	17-1-2013 17:30	17-1-2013	28	17.5	364499.7969	2197686.5	1
2	17-1-2013 19:00	17-1-2013 18:00	17-1-2013	28	18	364468.4688	2197723	1
2	17-1-2013 19:30	17-1-2013 18:30	17-1-2013	28	18.5	364492.6563	2197700.625	1
2	17-1-2013 20:00	17-1-2013 19:00	17-1-2013	28	19	364499.9063	2197688	1
2	17-1-2013 20:30	17-1-2013 19:30	17-1-2013	28	19.5	364529.4375	2197742.5	1
2	17-1-2013 21:00	17-1-2013 20:00	17-1-2013	28	20	364822.1563	2198253.5	1
2	17-1-2013 21:30	17-1-2013 20:30	17-1-2013	28	20.5	364840.6719	2198326.25	3
2	17-1-2013 22:00	17-1-2013 21:00	17-1-2013	28	21	364847.2188	2198327	3
2	17-1-2013 22:30	17-1-2013 21:30	17-1-2013	28	21.5	365109	2198222.25	3
2	17-1-2013 23:00	17-1-2013 22:00	17-1-2013	28	22	365097.5	2198209	1
2	17-1-2013 23:30	17-1-2013 22:30	17-1-2013	28	22.5	365088.0313	2198208.75	1
2	18-1-2013 00:00	17-1-2013 23:00	17-1-2013	28	23	365092.8281	2198211.75	1
2	18-1-2013 00:00	17-1-2013 23:00	17-1-2013	27	23	365091	2198200.25	1
2	18-1-2013 00:30	17-1-2013 23:30	17-1-2013	27	23.5	364999.8438	2198171.25	1
2	18-1-2013 01:00	18-1-2013 00:00	18-1-2013	27	0	364995.5938	2198183.25	1
2	18-1-2013 01:30	18-1-2013 00:30	18-1-2013	27	0.5	365024.75	2198161.5	1
2	18-1-2013 02:00	18-1-2013 01:00	18-1-2013	27	1	365022.4063	2198163.75	1
2	18-1-2013 02:30	18-1-2013 01:30	18-1-2013	27	1.5	365018.8438	2198164.25	1
2	18-1-2013 03:00	18-1-2013 02:00	18-1-2013	27	2	364985.5	2198195.25	1
2	18-1-2013 03:30	18-1-2013 02:30	18-1-2013	27	2.5	364927.9063	2198206.75	1
2	18-1-2013 04:00	18-1-2013 03:00	18-1-2013	27	3	364423.2813	2197574.5	1
2	18-1-2013 04:30	18-1-2013 03:30	18-1-2013	27	3.5	364393.7188	2197605.5	1
2	18-1-2013 05:00	18-1-2013 04:00	18-1-2013	27	4	364357.1563	2197669.5	1
2	18-1-2013 05:30	18-1-2013 04:30	18-1-2013	27	4.5	364318.9688	2197715.75	1
2	18-1-2013 06:00	18-1-2013 05:00	18-1-2013	27	5	364409.5938	2197743.75	1
2	18-1-2013 06:30	18-1-2013 05:30	18-1-2013	27	5.5	364393.2188	2197761.875	1
2	18-1-2013 07:00	18-1-2013 06:00	18-1-2013	27	6	364391.9063	2197755.5	1
2	18-1-2013 07:30	18-1-2013 06:30	18-1-2013	27	6.5	364397.0313	2197755.5	1
2	18-1-2013 08:00	18-1-2013 07:00	18-1-2013	27	7	364407.2188	2197757.25	1
2	18-1-2013 08:30	18-1-2013 07:30	18-1-2013	27	7.5	364415.6563	2197763.625	1
2	18-1-2013 09:00	18-1-2013 08:00	18-1-2013	27	8	364594.4063	2198963	3
2	18-1-2013 09:30	18-1-2013 08:30	18-1-2013	27	8.5	364545.4375	2198849.25	3
2	18-1-2013 10:00	18-1-2013 09:00	18-1-2013	27	9	364535.75	2198834	3
2	18-1-2013 10:30	18-1-2013 09:30	18-1-2013	27	9.5	364550.0938	2198840.5	3
2	18-1-2013 11:00	18-1-2013 10:00	18-1-2013	27	10	364871.25	2198350.75	3
2	18-1-2013 11:30	18-1-2013 10:30	18-1-2013	27	10.5	365098.5938	2198226.5	3
2	18-1-2013 12:00	18-1-2013 11:00	18-1-2013	27	11	365103.5938	2198256	3
2	18-1-2013 12:30	18-1-2013 11:30	18-1-2013	27	11.5	365108.75	2198260.25	3
2	18-1-2013 13:00	18-1-2013 12:00	18-1-2013	27	12	365103.375	2198261.75	3
2	18-1-2013 13:30	18-1-2013 12:30	18-1-2013	27	12.5	365107.5	2198274.75	3
2	18-1-2013 14:00	18-1-2013 13:00	18-1-2013	27	13	364863.7188	2198324.5	3
2	18-1-2013 14:30	18-1-2013 13:30	18-1-2013	27	13.5	364853.6719	2198321.5	3
2	18-1-2013 15:00	18-1-2013 14:00	18-1-2013	27	14	364485.8125	2198735.5	3
2	18-1-2013 15:30	18-1-2013 14:30	18-1-2013	27	14.5	364597.4688	2198941.5	3
2	18-1-2013 16:00	18-1-2013 15:00	18-1-2013	27	15	364644.3438	2199010.5	3
2	18-1-2013 16:30	18-1-2013 15:30	18-1-2013	27	15.5	364621.9063	2198985.5	3
2	18-1-2013 17:00	18-1-2013 16:00	18-1-2013	27	16	364592.4063	2199002	3
2	18-1-2013 17:30	18-1-2013 16:30	18-1-2013	27	16.5	364565.9688	2197691.75	1
2	18-1-2013 18:00	18-1-2013 17:00	18-1-2013	27	17	364557.6875	2197694.25	1
2	18-1-2013 18:30	18-1-2013 17:30	18-1-2013	27	17.5	364541.7188	2197700.75	1
2	18-1-2013 19:00	18-1-2013 18:00	18-1-2013	27	18	364510.5625	2197696.25	1
2	18-1-2013 19:30	18-1-2013 18:30	18-1-2013	27	18.5	364497.1563	2197674.5	1
2	18-1-2013 20:00	18-1-2013 19:00	18-1-2013	27	19	364497.9375	2197660	1
2	18-1-2013 20:30	18-1-2013 19:30	18-1-2013	27	19.5	364497.3125	2197659.5	1
2	18-1-2013 21:00	18-1-2013 20:00	18-1-2013	27	20	364501.4688	2197656	1
2	18-1-2013 21:30	18-1-2013 20:30	18-1-2013	27	20.5	364826.875	2198243	1
2	18-1-2013 22:00	18-1-2013 21:00	18-1-2013	27	21	364815.0313	2198264	1
2	18-1-2013 22:30	18-1-2013 21:30	18-1-2013	27	21.5	364786	2198305.25	3
2	18-1-2013 23:00	18-1-2013 22:00	18-1-2013	27	22	365080.6875	2198245	3
2	18-1-2013 23:30	18-1-2013 22:30	18-1-2013	27	22.5	365020.2969	2198208.5	1
2	19-1-2013 00:00	18-1-2013 23:00	18-1-2013	27	23	364997.8125	2198190	1
2	19-1-2013 00:00	18-1-2013 23:00	18-1-2013	26	23	364996.3438	2198164	1
2	19-1-2013 00:30	18-1-2013 23:30	18-1-2013	26	23.5	365002.4063	2198171.75	1
2	19-1-2013 01:00	19-1-2013 00:00	19-1-2013	26	0	365000.8125	2198177.5	1
2	19-1-2013 01:30	19-1-2013 00:30	19-1-2013	26	0.5	365137.4063	2198177.75	1
2	19-1-2013 02:00	19-1-2013 01:00	19-1-2013	26	1	365173.4063	2198251.5	3
2	19-1-2013 02:30	19-1-2013 01:30	19-1-2013	26	1.5	365168.75	2198265.75	3
2	19-1-2013 03:00	19-1-2013 02:00	19-1-2013	26	2	365183.7188	2198263.5	3
2	19-1-2013 03:30	19-1-2013 02:30	19-1-2013	26	2.5	364898.7656	2198267.25	3
2	19-1-2013 04:00	19-1-2013 03:00	19-1-2013	26	3	364840.0938	2198261.75	1
